0.01172,21,-13.87,0.64
0.01250,20,-13.90,0.69
0.01433,19,-13.71,0.72
0.01459,18,-13.82,0.65
0.01511,17,-13.85,0.67
0.01667,16,-13.88,0.79
0.01693,15,-13.88,0.69
0.01745,14,-13.74,0.73
0.02058,13,-13.82,0.72
0.02396,12,-13.93,0.79
0.02475,11,-13.85,0.82
0.02605,10,-13.77,0.70
0.02657,8,-13.93,0.67
0.02735,7,-13.96,0.52
0.02917,6,-14.31,0.56
0.02943,5,-14.33,0.78
0.03517,4,-14.26,0.76
0.03725,3,-14.53,0.54
0.04246,2,-15.42,0.59
